codigo_municipio;nome_municipio;UF_municipio;nome_bioma;grande_regiao
4200051;Abdon Batista;SC;Mata Atlântica;Sul
4200101;Abelardo Luz;SC;Mata Atlântica;Sul
4200200;Agrolândia;SC;Mata Atlântica;Sul
4200309;Agronômica;SC;Mata Atlântica;Sul
4200408;Água Doce;SC;Mata Atlântica;Sul
4200507;Águas de Chapecó;SC;Mata Atlântica;Sul
4200556;Águas Frias;SC;Mata Atlântica;Sul
4200606;Águas Mornas;SC;Mata Atlântica;Sul
4200705;Alfredo Wagner;SC;Mata Atlântica;Sul
4200754;Alto Bela Vista;SC;Mata Atlântica;Sul
4200804;Anchieta;SC;Mata Atlântica;Sul
4200903;Angelina;SC;Mata Atlântica;Sul
4201000;Anita Garibaldi;SC;Mata Atlântica;Sul
4201109;Anitápolis;SC;Mata Atlântica;Sul
4201208;Antônio Carlos;SC;Mata Atlântica;Sul
4201257;Apiúna;SC;Mata Atlântica;Sul
4201273;Arabutã;SC;Mata Atlântica;Sul
4201307;Araquari;SC;Mata Atlântica;Sul
4201406;Araranguá;SC;Mata Atlântica;Sul
4201505;Armazém;SC;Mata Atlântica;Sul
4201604;Arroio Trinta;SC;Mata Atlântica;Sul
4201653;Arvoredo;SC;Mata Atlântica;Sul
4201703;Ascurra;SC;Mata Atlântica;Sul
4201802;Atalanta;SC;Mata Atlântica;Sul
4201901;Aurora;SC;Mata Atlântica;Sul
4201950;Balneário Arroio do Silva;SC;Mata Atlântica;Sul
4202008;Balneário Camboriú;SC;Mata Atlântica;Sul
4202057;Balneário Barra do Sul;SC;Mata Atlântica;Sul
4202073;Balneário Gaivota;SC;Mata Atlântica;Sul
4202081;Bandeirante;SC;Mata Atlântica;Sul
4202099;Barra Bonita;SC;Mata Atlântica;Sul
4202107;Barra Velha;SC;Mata Atlântica;Sul
4202131;Bela Vista do Toldo;SC;Mata Atlântica;Sul
4202156;Belmonte;SC;Mata Atlântica;Sul
4202206;Benedito Novo;SC;Mata Atlântica;Sul
4202305;Biguaçu;SC;Mata Atlântica;Sul
4202404;Blumenau;SC;Mata Atlântica;Sul
4202438;Bocaina do Sul;SC;Mata Atlântica;Sul
4202453;Bombinhas;SC;Mata Atlântica;Sul
4202503;Bom Jardim da Serra;SC;Mata Atlântica;Sul
4202537;Bom Jesus;SC;Mata Atlântica;Sul
4202578;Bom Jesus do Oeste;SC;Mata Atlântica;Sul
4202602;Bom Retiro;SC;Mata Atlântica;Sul
4202701;Botuverá;SC;Mata Atlântica;Sul
4202800;Braço do Norte;SC;Mata Atlântica;Sul
4202859;Braço do Trombudo;SC;Mata Atlântica;Sul
4202875;Brunópolis;SC;Mata Atlântica;Sul
4202909;Brusque;SC;Mata Atlântica;Sul
4203006;Caçador;SC;Mata Atlântica;Sul
4203105;Caibi;SC;Mata Atlântica;Sul
4203154;Calmon;SC;Mata Atlântica;Sul
4203204;Camboriú;SC;Mata Atlântica;Sul
4203253;Capão Alto;SC;Mata Atlântica;Sul
4203303;Campo Alegre;SC;Mata Atlântica;Sul
4203402;Campo Belo do Sul;SC;Mata Atlântica;Sul
4203501;Campo Erê;SC;Mata Atlântica;Sul
4203600;Campos Novos;SC;Mata Atlântica;Sul
4203709;Canelinha;SC;Mata Atlântica;Sul
4203808;Canoinhas;SC;Mata Atlântica;Sul
4203907;Capinzal;SC;Mata Atlântica;Sul
4203956;Capivari de Baixo;SC;Mata Atlântica;Sul
4204004;Catanduvas;SC;Mata Atlântica;Sul
4204103;Caxambu do Sul;SC;Mata Atlântica;Sul
4204152;Celso Ramos;SC;Mata Atlântica;Sul
4204178;Cerro Negro;SC;Mata Atlântica;Sul
4204194;Chapadão do Lageado;SC;Mata Atlântica;Sul
4204202;Chapecó;SC;Mata Atlântica;Sul
4204251;Cocal do Sul;SC;Mata Atlântica;Sul
4204301;Concórdia;SC;Mata Atlântica;Sul
4204350;Cordilheira Alta;SC;Mata Atlântica;Sul
4204400;Coronel Freitas;SC;Mata Atlântica;Sul
4204459;Coronel Martins;SC;Mata Atlântica;Sul
4204509;Corupá;SC;Mata Atlântica;Sul
4204558;Correia Pinto;SC;Mata Atlântica;Sul
4204608;Criciúma;SC;Mata Atlântica;Sul
4204707;Cunha Porã;SC;Mata Atlântica;Sul
4204756;Cunhataí;SC;Mata Atlântica;Sul
4204806;Curitibanos;SC;Mata Atlântica;Sul
4204905;Descanso;SC;Mata Atlântica;Sul
4205001;Dionísio Cerqueira;SC;Mata Atlântica;Sul
4205100;Dona Emma;SC;Mata Atlântica;Sul
4205159;Doutor Pedrinho;SC;Mata Atlântica;Sul
4205175;Entre Rios;SC;Mata Atlântica;Sul
4205191;Ermo;SC;Mata Atlântica;Sul
4205209;Erval Velho;SC;Mata Atlântica;Sul
4205308;Faxinal dos Guedes;SC;Mata Atlântica;Sul
4205357;Flor do Sertão;SC;Mata Atlântica;Sul
4205407;Florianópolis;SC;Mata Atlântica;Sul
4205431;Formosa do Sul;SC;Mata Atlântica;Sul
4205456;Forquilhinha;SC;Mata Atlântica;Sul
4205506;Fraiburgo;SC;Mata Atlântica;Sul
4205555;Frei Rogério;SC;Mata Atlântica;Sul
4205605;Galvão;SC;Mata Atlântica;Sul
4205704;Garopaba;SC;Mata Atlântica;Sul
4205803;Garuva;SC;Mata Atlântica;Sul
4205902;Gaspar;SC;Mata Atlântica;Sul
4206009;Governador Celso Ramos;SC;Mata Atlântica;Sul
4206108;Grão Pará;SC;Mata Atlântica;Sul
4206207;Gravatal;SC;Mata Atlântica;Sul
4206306;Guabiruba;SC;Mata Atlântica;Sul
4206405;Guaraciaba;SC;Mata Atlântica;Sul
4206504;Guaramirim;SC;Mata Atlântica;Sul
4206603;Guarujá do Sul;SC;Mata Atlântica;Sul
4206652;Guatambú;SC;Mata Atlântica;Sul
4206702;Herval d'Oeste;SC;Mata Atlântica;Sul
4206751;Ibiam;SC;Mata Atlântica;Sul
4206801;Ibicaré;SC;Mata Atlântica;Sul
4206900;Ibirama;SC;Mata Atlântica;Sul
4207007;Içara;SC;Mata Atlântica;Sul
4207106;Ilhota;SC;Mata Atlântica;Sul
4207205;Imaruí;SC;Mata Atlântica;Sul
4207304;Imbituba;SC;Mata Atlântica;Sul
4207403;Imbuia;SC;Mata Atlântica;Sul
4207502;Indaial;SC;Mata Atlântica;Sul
4207577;Iomerê;SC;Mata Atlântica;Sul
4207601;Ipira;SC;Mata Atlântica;Sul
4207650;Iporã do Oeste;SC;Mata Atlântica;Sul
4207684;Ipuaçu;SC;Mata Atlântica;Sul
4207700;Ipumirim;SC;Mata Atlântica;Sul
4207759;Iraceminha;SC;Mata Atlântica;Sul
4207809;Irani;SC;Mata Atlântica;Sul
4207858;Irati;SC;Mata Atlântica;Sul
4207908;Irineópolis;SC;Mata Atlântica;Sul
4208005;Itá;SC;Mata Atlântica;Sul
4208104;Itaiópolis;SC;Mata Atlântica;Sul
4208203;Itajaí;SC;Mata Atlântica;Sul
4208302;Itapema;SC;Mata Atlântica;Sul
4208401;Itapiranga;SC;Mata Atlântica;Sul
4208450;Itapoá;SC;Mata Atlântica;Sul
4208500;Ituporanga;SC;Mata Atlântica;Sul
4208609;Jaborá;SC;Mata Atlântica;Sul
4208708;Jacinto Machado;SC;Mata Atlântica;Sul
4208807;Jaguaruna;SC;Mata Atlântica;Sul
4208906;Jaraguá do Sul;SC;Mata Atlântica;Sul
4208955;Jardinópolis;SC;Mata Atlântica;Sul
4209003;Joaçaba;SC;Mata Atlântica;Sul
4209102;Joinville;SC;Mata Atlântica;Sul
4209151;José Boiteux;SC;Mata Atlântica;Sul
4209177;Jupiá;SC;Mata Atlântica;Sul
4209201;Lacerdópolis;SC;Mata Atlântica;Sul
4209300;Lages;SC;Mata Atlântica;Sul
4209409;Laguna;SC;Mata Atlântica;Sul
4209458;Lajeado Grande;SC;Mata Atlântica;Sul
4209508;Laurentino;SC;Mata Atlântica;Sul
4209607;Lauro Müller;SC;Mata Atlântica;Sul
4209706;Lebon Régis;SC;Mata Atlântica;Sul
4209805;Leoberto Leal;SC;Mata Atlântica;Sul
4209854;Lindóia do Sul;SC;Mata Atlântica;Sul
4209904;Lontras;SC;Mata Atlântica;Sul
4210001;Luiz Alves;SC;Mata Atlântica;Sul
4210035;Luzerna;SC;Mata Atlântica;Sul
4210050;Macieira;SC;Mata Atlântica;Sul
4210100;Mafra;SC;Mata Atlântica;Sul
4210209;Major Gercino;SC;Mata Atlântica;Sul
4210308;Major Vieira;SC;Mata Atlântica;Sul
4210407;Maracajá;SC;Mata Atlântica;Sul
4210506;Maravilha;SC;Mata Atlântica;Sul
4210555;Marema;SC;Mata Atlântica;Sul
4210605;Massaranduba;SC;Mata Atlântica;Sul
4210704;Matos Costa;SC;Mata Atlântica;Sul
4210803;Meleiro;SC;Mata Atlântica;Sul
4210852;Mirim Doce;SC;Mata Atlântica;Sul
4210902;Modelo;SC;Mata Atlântica;Sul
4211009;Mondaí;SC;Mata Atlântica;Sul
4211058;Monte Carlo;SC;Mata Atlântica;Sul
4211108;Monte Castelo;SC;Mata Atlântica;Sul
4211207;Morro da Fumaça;SC;Mata Atlântica;Sul
4211256;Morro Grande;SC;Mata Atlântica;Sul
4211306;Navegantes;SC;Mata Atlântica;Sul
4211405;Nova Erechim;SC;Mata Atlântica;Sul
4211454;Nova Itaberaba;SC;Mata Atlântica;Sul
4211504;Nova Trento;SC;Mata Atlântica;Sul
4211603;Nova Veneza;SC;Mata Atlântica;Sul
4211652;Novo Horizonte;SC;Mata Atlântica;Sul
4211702;Orleans;SC;Mata Atlântica;Sul
4211751;Otacílio Costa;SC;Mata Atlântica;Sul
4211801;Ouro;SC;Mata Atlântica;Sul
4211850;Ouro Verde;SC;Mata Atlântica;Sul
4211876;Paial;SC;Mata Atlântica;Sul
4211892;Painel;SC;Mata Atlântica;Sul
4211900;Palhoça;SC;Mata Atlântica;Sul
4212007;Palma Sola;SC;Mata Atlântica;Sul
4212056;Palmeira;SC;Mata Atlântica;Sul
4212106;Palmitos;SC;Mata Atlântica;Sul
4212205;Papanduva;SC;Mata Atlântica;Sul
4212239;Paraíso;SC;Mata Atlântica;Sul
4212254;Passo de Torres;SC;Mata Atlântica;Sul
4212270;Passos Maia;SC;Mata Atlântica;Sul
4212304;Paulo Lopes;SC;Mata Atlântica;Sul
4212403;Pedras Grandes;SC;Mata Atlântica;Sul
4212502;Penha;SC;Mata Atlântica;Sul
4212601;Peritiba;SC;Mata Atlântica;Sul
4212650;Pescaria Brava;SC;Mata Atlântica;Sul
4212700;Petrolândia;SC;Mata Atlântica;Sul
4212809;Balneário Piçarras;SC;Mata Atlântica;Sul
4212908;Pinhalzinho;SC;Mata Atlântica;Sul
4213005;Pinheiro Preto;SC;Mata Atlântica;Sul
4213104;Piratuba;SC;Mata Atlântica;Sul
4213153;Planalto Alegre;SC;Mata Atlântica;Sul
4213203;Pomerode;SC;Mata Atlântica;Sul
4213302;Ponte Alta;SC;Mata Atlântica;Sul
4213351;Ponte Alta do Norte;SC;Mata Atlântica;Sul
4213401;Ponte Serrada;SC;Mata Atlântica;Sul
4213500;Porto Belo;SC;Mata Atlântica;Sul
4213609;Porto União;SC;Mata Atlântica;Sul
4213708;Pouso Redondo;SC;Mata Atlântica;Sul
4213807;Praia Grande;SC;Mata Atlântica;Sul
4213906;Presidente Castello Branco;SC;Mata Atlântica;Sul
4214003;Presidente Getúlio;SC;Mata Atlântica;Sul
4214102;Presidente Nereu;SC;Mata Atlântica;Sul
4214151;Princesa;SC;Mata Atlântica;Sul
4214201;Quilombo;SC;Mata Atlântica;Sul
4214300;Rancho Queimado;SC;Mata Atlântica;Sul
4214409;Rio das Antas;SC;Mata Atlântica;Sul
4214508;Rio do Campo;SC;Mata Atlântica;Sul
4214607;Rio do Oeste;SC;Mata Atlântica;Sul
4214706;Rio dos Cedros;SC;Mata Atlântica;Sul
4214805;Rio do Sul;SC;Mata Atlântica;Sul
4214904;Rio Fortuna;SC;Mata Atlântica;Sul
4215000;Rio Negrinho;SC;Mata Atlântica;Sul
4215059;Rio Rufino;SC;Mata Atlântica;Sul
4215075;Riqueza;SC;Mata Atlântica;Sul
4215109;Rodeio;SC;Mata Atlântica;Sul
4215208;Romelândia;SC;Mata Atlântica;Sul
4215307;Salete;SC;Mata Atlântica;Sul
4215356;Saltinho;SC;Mata Atlântica;Sul
4215406;Salto Veloso;SC;Mata Atlântica;Sul
4215455;Sangão;SC;Mata Atlântica;Sul
4215505;Santa Cecília;SC;Mata Atlântica;Sul
4215554;Santa Helena;SC;Mata Atlântica;Sul
4215604;Santa Rosa de Lima;SC;Mata Atlântica;Sul
4215653;Santa Rosa do Sul;SC;Mata Atlântica;Sul
4215679;Santa Terezinha;SC;Mata Atlântica;Sul
4215687;Santa Terezinha do Progresso;SC;Mata Atlântica;Sul
4215695;Santiago do Sul;SC;Mata Atlântica;Sul
4215703;Santo Amaro da Imperatriz;SC;Mata Atlântica;Sul
4215752;São Bernardino;SC;Mata Atlântica;Sul
4215802;São Bento do Sul;SC;Mata Atlântica;Sul
4215901;São Bonifácio;SC;Mata Atlântica;Sul
4216008;São Carlos;SC;Mata Atlântica;Sul
4216057;São Cristóvão do Sul;SC;Mata Atlântica;Sul
4216107;São Domingos;SC;Mata Atlântica;Sul
4216206;São Francisco do Sul;SC;Mata Atlântica;Sul
4216255;São João do Oeste;SC;Mata Atlântica;Sul
4216305;São João Batista;SC;Mata Atlântica;Sul
4216354;São João do Itaperiú;SC;Mata Atlântica;Sul
4216404;São João do Sul;SC;Mata Atlântica;Sul
4216503;São Joaquim;SC;Mata Atlântica;Sul
4216602;São José;SC;Mata Atlântica;Sul
4216701;São José do Cedro;SC;Mata Atlântica;Sul
4216800;São José do Cerrito;SC;Mata Atlântica;Sul
4216909;São Lourenço do Oeste;SC;Mata Atlântica;Sul
4217006;São Ludgero;SC;Mata Atlântica;Sul
4217105;São Martinho;SC;Mata Atlântica;Sul
4217154;São Miguel da Boa Vista;SC;Mata Atlântica;Sul
4217204;São Miguel do Oeste;SC;Mata Atlântica;Sul
4217253;São Pedro de Alcântara;SC;Mata Atlântica;Sul
4217303;Saudades;SC;Mata Atlântica;Sul
4217402;Schroeder;SC;Mata Atlântica;Sul
4217501;Seara;SC;Mata Atlântica;Sul
4217550;Serra Alta;SC;Mata Atlântica;Sul
4217600;Siderópolis;SC;Mata Atlântica;Sul
4217709;Sombrio;SC;Mata Atlântica;Sul
4217758;Sul Brasil;SC;Mata Atlântica;Sul
4217808;Taió;SC;Mata Atlântica;Sul
4217907;Tangará;SC;Mata Atlântica;Sul
4217956;Tigrinhos;SC;Mata Atlântica;Sul
4218004;Tijucas;SC;Mata Atlântica;Sul
4218103;Timbé do Sul;SC;Mata Atlântica;Sul
4218202;Timbó;SC;Mata Atlântica;Sul
4218251;Timbó Grande;SC;Mata Atlântica;Sul
4218301;Três Barras;SC;Mata Atlântica;Sul
4218350;Treviso;SC;Mata Atlântica;Sul
4218400;Treze de Maio;SC;Mata Atlântica;Sul
4218509;Treze Tílias;SC;Mata Atlântica;Sul
4218608;Trombudo Central;SC;Mata Atlântica;Sul
4218707;Tubarão;SC;Mata Atlântica;Sul
4218756;Tunápolis;SC;Mata Atlântica;Sul
4218806;Turvo;SC;Mata Atlântica;Sul
4218855;União do Oeste;SC;Mata Atlântica;Sul
4218905;Urubici;SC;Mata Atlântica;Sul
4218954;Urupema;SC;Mata Atlântica;Sul
4219002;Urussanga;SC;Mata Atlântica;Sul
4219101;Vargeão;SC;Mata Atlântica;Sul
4219150;Vargem;SC;Mata Atlântica;Sul
4219176;Vargem Bonita;SC;Mata Atlântica;Sul
4219200;Vidal Ramos;SC;Mata Atlântica;Sul
4219309;Videira;SC;Mata Atlântica;Sul
4219358;Vitor Meireles;SC;Mata Atlântica;Sul
4219408;Witmarsum;SC;Mata Atlântica;Sul
4219507;Xanxerê;SC;Mata Atlântica;Sul
4219606;Xavantina;SC;Mata Atlântica;Sul
4219705;Xaxim;SC;Mata Atlântica;Sul
4219853;Zortéa;SC;Mata Atlântica;Sul
4220000;Balneário Rincão;SC;Mata Atlântica;Sul
1100015;Alta Floresta D'Oeste;RO;Amazônia;Norte
1100023;Ariquemes;RO;Amazônia;Norte
1100031;Cabixi;RO;Amazônia;Norte
1100049;Cacoal;RO;Amazônia;Norte
1100056;Cerejeiras;RO;Amazônia;Norte
1100064;Colorado do Oeste;RO;Amazônia;Norte
1100072;Corumbiara;RO;Amazônia;Norte
1100080;Costa Marques;RO;Amazônia;Norte
1100098;Espigão D'Oeste;RO;Amazônia;Norte
1100106;Guajará-Mirim;RO;Amazônia;Norte
1100114;Jaru;RO;Amazônia;Norte
1100122;Ji-Paraná;RO;Amazônia;Norte
1100130;Machadinho D'Oeste;RO;Amazônia;Norte
1100148;Nova Brasilândia D'Oeste;RO;Amazônia;Norte
1100155;Ouro Preto do Oeste;RO;Amazônia;Norte
1100189;Pimenta Bueno;RO;Amazônia;Norte
1100205;Porto Velho;RO;Amazônia;Norte
1100254;Presidente Médici;RO;Amazônia;Norte
1100262;Rio Crespo;RO;Amazônia;Norte
1100288;Rolim de Moura;RO;Amazônia;Norte
1100296;Santa Luzia D'Oeste;RO;Amazônia;Norte
1100304;Vilhena;RO;Amazônia;Norte
1100320;São Miguel do Guaporé;RO;Amazônia;Norte
1100338;Nova Mamoré;RO;Amazônia;Norte
1100346;Alvorada D'Oeste;RO;Amazônia;Norte
1100379;Alto Alegre dos Parecis;RO;Amazônia;Norte
1100403;Alto Paraíso;RO;Amazônia;Norte
1100452;Buritis;RO;Amazônia;Norte
1100502;Novo Horizonte do Oeste;RO;Amazônia;Norte
1100601;Cacaulândia;RO;Amazônia;Norte
1100700;Campo Novo de Rondônia;RO;Amazônia;Norte
1100809;Candeias do Jamari;RO;Amazônia;Norte
1100908;Castanheiras;RO;Amazônia;Norte
1100924;Chupinguaia;RO;Amazônia;Norte
1100940;Cujubim;RO;Amazônia;Norte
1101005;Governador Jorge Teixeira;RO;Amazônia;Norte
1101104;Itapuã do Oeste;RO;Amazônia;Norte
1101203;Ministro Andreazza;RO;Amazônia;Norte
1101302;Mirante da Serra;RO;Amazônia;Norte
1101401;Monte Negro;RO;Amazônia;Norte
1101435;Nova União;RO;Amazônia;Norte
1101450;Parecis;RO;Amazônia;Norte
1101468;Pimenteiras do Oeste;RO;Amazônia;Norte
1101476;Primavera de Rondônia;RO;Amazônia;Norte
1101484;São Felipe D'Oeste;RO;Amazônia;Norte
1101492;São Francisco do Guaporé;RO;Amazônia;Norte
1101500;Seringueiras;RO;Amazônia;Norte
1101559;Teixeirópolis;RO;Amazônia;Norte
1101609;Theobroma;RO;Amazônia;Norte
1101708;Urupá;RO;Amazônia;Norte
1101757;Vale do Anari;RO;Amazônia;Norte
1101807;Vale do Paraíso;RO;Amazônia;Norte
2200053;Acauã;PI;Caatinga;Nordeste
2200103;Agricolândia;PI;Cerrado;Nordeste
2200202;Água Branca;PI;Cerrado;Nordeste
2200251;Alagoinha do Piauí;PI;Caatinga;Nordeste
2200277;Alegrete do Piauí;PI;Caatinga;Nordeste
2200301;Alto Longá;PI;Cerrado;Nordeste
2200400;Altos;PI;Cerrado;Nordeste
2200459;Alvorada do Gurguéia;PI;Caatinga;Nordeste
2200509;Amarante;PI;Cerrado;Nordeste
2200608;Angical do Piauí;PI;Cerrado;Nordeste
2200707;Anísio de Abreu;PI;Caatinga;Nordeste
2200806;Antônio Almeida;PI;Cerrado;Nordeste
2200905;Aroazes;PI;Cerrado;Nordeste
2200954;Aroeiras do Itaim;PI;Caatinga;Nordeste
2201002;Arraial;PI;Caatinga;Nordeste
2201051;Assunção do Piauí;PI;Caatinga;Nordeste
2201101;Avelino Lopes;PI;Caatinga;Nordeste
2201150;Baixa Grande do Ribeiro;PI;Cerrado;Nordeste
2201176;Barra D'Alcântara;PI;Cerrado;Nordeste
2201200;Barras;PI;Cerrado;Nordeste
2201309;Barreiras do Piauí;PI;Cerrado;Nordeste
2201408;Barro Duro;PI;Cerrado;Nordeste
2201507;Batalha;PI;Cerrado;Nordeste
2201556;Bela Vista do Piauí;PI;Caatinga;Nordeste
2201572;Belém do Piauí;PI;Caatinga;Nordeste
2201606;Beneditinos;PI;Cerrado;Nordeste
2201705;Bertolínia;PI;Cerrado;Nordeste
2201739;Betânia do Piauí;PI;Caatinga;Nordeste
2201770;Boa Hora;PI;Cerrado;Nordeste
2201804;Bocaina;PI;Caatinga;Nordeste
2201903;Bom Jesus;PI;Cerrado;Nordeste
2201919;Bom Princípio do Piauí;PI;Caatinga;Nordeste
2201929;Bonfim do Piauí;PI;Caatinga;Nordeste
2201945;Boqueirão do Piauí;PI;Cerrado;Nordeste
2201960;Brasileira;PI;Cerrado;Nordeste
2201988;Brejo do Piauí;PI;Caatinga;Nordeste
2202000;Buriti dos Lopes;PI;Cerrado;Nordeste
2202026;Buriti dos Montes;PI;Caatinga;Nordeste
2202059;Cabeceiras do Piauí;PI;Cerrado;Nordeste
2202075;Cajazeiras do Piauí;PI;Caatinga;Nordeste
2202083;Cajueiro da Praia;PI;Caatinga;Nordeste
2202091;Caldeirão Grande do Piauí;PI;Caatinga;Nordeste
2202109;Campinas do Piauí;PI;Caatinga;Nordeste
2202117;Campo Alegre do Fidalgo;PI;Caatinga;Nordeste
2202133;Campo Grande do Piauí;PI;Caatinga;Nordeste
2202174;Campo Largo do Piauí;PI;Cerrado;Nordeste
2202208;Campo Maior;PI;Cerrado;Nordeste
2202251;Canavieira;PI;Caatinga;Nordeste
2202307;Canto do Buriti;PI;Caatinga;Nordeste
2202406;Capitão de Campos;PI;Cerrado;Nordeste
2202455;Capitão Gervásio Oliveira;PI;Caatinga;Nordeste
2202505;Caracol;PI;Caatinga;Nordeste
2202539;Caraúbas do Piauí;PI;Cerrado;Nordeste
2202554;Caridade do Piauí;PI;Caatinga;Nordeste
2202604;Castelo do Piauí;PI;Cerrado;Nordeste
2202653;Caxingó;PI;Cerrado;Nordeste
2202703;Cocal;PI;Caatinga;Nordeste
2202711;Cocal de Telha;PI;Cerrado;Nordeste
2202729;Cocal dos Alves;PI;Caatinga;Nordeste
2202737;Coivaras;PI;Cerrado;Nordeste
2202752;Colônia do Gurguéia;PI;Caatinga;Nordeste
2202778;Colônia do Piauí;PI;Caatinga;Nordeste
2202802;Conceição do Canindé;PI;Caatinga;Nordeste
2202851;Coronel José Dias;PI;Caatinga;Nordeste
2202901;Corrente;PI;Cerrado;Nordeste
2203008;Cristalândia do Piauí;PI;Cerrado;Nordeste
2203107;Cristino Castro;PI;Cerrado;Nordeste
2203206;Curimatá;PI;Caatinga;Nordeste
2203230;Currais;PI;Cerrado;Nordeste
2203255;Curralinhos;PI;Cerrado;Nordeste
2203271;Curral Novo do Piauí;PI;Caatinga;Nordeste
2203305;Demerval Lobão;PI;Cerrado;Nordeste
2203354;Dirceu Arcoverde;PI;Caatinga;Nordeste
2203404;Dom Expedito Lopes;PI;Caatinga;Nordeste
2203420;Domingos Mourão;PI;Caatinga;Nordeste
2203453;Dom Inocêncio;PI;Caatinga;Nordeste
2203503;Elesbão Veloso;PI;Cerrado;Nordeste
2203602;Eliseu Martins;PI;Caatinga;Nordeste
2203701;Esperantina;PI;Cerrado;Nordeste
2203750;Fartura do Piauí;PI;Caatinga;Nordeste
2203800;Flores do Piauí;PI;Caatinga;Nordeste
2203859;Floresta do Piauí;PI;Caatinga;Nordeste
2203909;Floriano;PI;Cerrado;Nordeste
2204006;Francinópolis;PI;Cerrado;Nordeste
2204105;Francisco Ayres;PI;Caatinga;Nordeste
2204154;Francisco Macedo;PI;Caatinga;Nordeste
2204204;Francisco Santos;PI;Caatinga;Nordeste
2204303;Fronteiras;PI;Caatinga;Nordeste
2204352;Geminiano;PI;Caatinga;Nordeste
2204402;Gilbués;PI;Cerrado;Nordeste
2204501;Guadalupe;PI;Cerrado;Nordeste
2204550;Guaribas;PI;Caatinga;Nordeste
2204600;Hugo Napoleão;PI;Cerrado;Nordeste
2204659;Ilha Grande;PI;Caatinga;Nordeste
2204709;Inhuma;PI;Caatinga;Nordeste
2204808;Ipiranga do Piauí;PI;Caatinga;Nordeste
2204907;Isaías Coelho;PI;Caatinga;Nordeste
2205003;Itainópolis;PI;Caatinga;Nordeste
2205102;Itaueira;PI;Cerrado;Nordeste
2205151;Jacobina do Piauí;PI;Caatinga;Nordeste
2205201;Jaicós;PI;Caatinga;Nordeste
2205250;Jardim do Mulato;PI;Cerrado;Nordeste
2205276;Jatobá do Piauí;PI;Cerrado;Nordeste
2205300;Jerumenha;PI;Cerrado;Nordeste
2205359;João Costa;PI;Caatinga;Nordeste
2205409;Joaquim Pires;PI;Cerrado;Nordeste
2205458;Joca Marques;PI;Cerrado;Nordeste
2205508;José de Freitas;PI;Cerrado;Nordeste
2205516;Juazeiro do Piauí;PI;Cerrado;Nordeste
2205524;Júlio Borges;PI;Caatinga;Nordeste
2205532;Jurema;PI;Caatinga;Nordeste
2205540;Lagoinha do Piauí;PI;Cerrado;Nordeste
2205557;Lagoa Alegre;PI;Cerrado;Nordeste
2205565;Lagoa do Barro do Piauí;PI;Caatinga;Nordeste
2205573;Lagoa de São Francisco;PI;Caatinga;Nordeste
2205581;Lagoa do Piauí;PI;Cerrado;Nordeste
2205599;Lagoa do Sítio;PI;Caatinga;Nordeste
2205607;Landri Sales;PI;Cerrado;Nordeste
2205706;Luís Correia;PI;Caatinga;Nordeste
2205805;Luzilândia;PI;Cerrado;Nordeste
2205854;Madeiro;PI;Cerrado;Nordeste
2205904;Manoel Emídio;PI;Cerrado;Nordeste
2205953;Marcolândia;PI;Caatinga;Nordeste
2206001;Marcos Parente;PI;Cerrado;Nordeste
2206050;Massapê do Piauí;PI;Caatinga;Nordeste
2206100;Matias Olímpio;PI;Cerrado;Nordeste
2206209;Miguel Alves;PI;Cerrado;Nordeste
2206308;Miguel Leão;PI;Cerrado;Nordeste
2206357;Milton Brandão;PI;Caatinga;Nordeste
2206407;Monsenhor Gil;PI;Cerrado;Nordeste
2206506;Monsenhor Hipólito;PI;Caatinga;Nordeste
2206605;Monte Alegre do Piauí;PI;Cerrado;Nordeste
2206654;Morro Cabeça no Tempo;PI;Caatinga;Nordeste
2206670;Morro do Chapéu do Piauí;PI;Cerrado;Nordeste
2206696;Murici dos Portelas;PI;Cerrado;Nordeste
2206704;Nazaré do Piauí;PI;Cerrado;Nordeste
2206720;Nazária;PI;Cerrado;Nordeste
2206753;Nossa Senhora de Nazaré;PI;Cerrado;Nordeste
2206803;Nossa Senhora dos Remédios;PI;Cerrado;Nordeste
2206902;Novo Oriente do Piauí;PI;Cerrado;Nordeste
2206951;Novo Santo Antônio;PI;Cerrado;Nordeste
2207009;Oeiras;PI;Caatinga;Nordeste
2207108;Olho D'Água do Piauí;PI;Cerrado;Nordeste
2207207;Padre Marcos;PI;Caatinga;Nordeste
2207306;Paes Landim;PI;Caatinga;Nordeste
2207355;Pajeú do Piauí;PI;Caatinga;Nordeste
2207405;Palmeira do Piauí;PI;Cerrado;Nordeste
2207504;Palmeirais;PI;Cerrado;Nordeste
2207553;Paquetá;PI;Caatinga;Nordeste
2207603;Parnaguá;PI;Caatinga;Nordeste
2207702;Parnaíba;PI;Caatinga;Nordeste
2207751;Passagem Franca do Piauí;PI;Cerrado;Nordeste
2207777;Patos do Piauí;PI;Caatinga;Nordeste
2207793;Pau D'Arco do Piauí;PI;Cerrado;Nordeste
2207801;Paulistana;PI;Caatinga;Nordeste
2207850;Pavussu;PI;Caatinga;Nordeste
2207900;Pedro II;PI;Caatinga;Nordeste
2207934;Pedro Laurentino;PI;Caatinga;Nordeste
2207959;Nova Santa Rita;PI;Caatinga;Nordeste
2208007;Picos;PI;Caatinga;Nordeste
