Geocódigo;Nome do município;Sigla da UF;Bioma predominante
2603603;Camutanga;PE;Mata Atlântica
2603702;Canhotinho;PE;Mata Atlântica
2603801;Capoeiras;PE;Caatinga
2603900;Carnaíba;PE;Caatinga
2603926;Carnaubeira da Penha;PE;Caatinga
2604007;Carpina;PE;Mata Atlântica
2604106;Caruaru;PE;Caatinga
2604155;Casinhas;PE;Caatinga
2604205;Catende;PE;Mata Atlântica
2604304;Cedro;PE;Caatinga
2604403;Chã de Alegria;PE;Mata Atlântica
2604502;Chã Grande;PE;Mata Atlântica
2604601;Condado;PE;Mata Atlântica
2604700;Correntes;PE;Mata Atlântica
2604809;Cortês;PE;Mata Atlântica
2604908;Cumaru;PE;Caatinga
2605004;Cupira;PE;Caatinga
2605103;Custódia;PE;Caatinga
2605152;Dormentes;PE;Caatinga
2605202;Escada;PE;Mata Atlântica
2605301;Exu;PE;Caatinga
2605400;Feira Nova;PE;Mata Atlântica
2605459;Fernando de Noronha;PE;Mata Atlântica
2605509;Ferreiros;PE;Mata Atlântica
2605608;Flores;PE;Caatinga
2605707;Floresta;PE;Caatinga
2605806;Frei Miguelinho;PE;Caatinga
2605905;Gameleira;PE;Mata Atlântica
2606002;Garanhuns;PE;Caatinga
2606101;Glória do Goitá;PE;Mata Atlântica
2606200;Goiana;PE;Mata Atlântica
2606309;Granito;PE;Caatinga
2606408;Gravatá;PE;Caatinga
2606507;Iati;PE;Caatinga
2606606;Ibimirim;PE;Caatinga
2606705;Ibirajuba;PE;Caatinga
2606804;Igarassu;PE;Mata Atlântica
2606903;Iguaracy;PE;Caatinga
2607000;Inajá;PE;Caatinga
2607109;Ingazeira;PE;Caatinga
2607208;Ipojuca;PE;Mata Atlântica
2607307;Ipubi;PE;Caatinga
2607406;Itacuruba;PE;Caatinga
2607505;Itaíba;PE;Caatinga
2607604;Ilha de Itamaracá;PE;Mata Atlântica
2607653;Itambé;PE;Mata Atlântica
2607703;Itapetim;PE;Caatinga
2607752;Itapissuma;PE;Mata Atlântica
2607802;Itaquitinga;PE;Mata Atlântica
2607901;Jaboatão dos Guararapes;PE;Mata Atlântica
2607950;Jaqueira;PE;Mata Atlântica
2608008;Jataúba;PE;Caatinga
2608057;Jatobá;PE;Caatinga
2608107;João Alfredo;PE;Caatinga
2608206;Joaquim Nabuco;PE;Mata Atlântica
2608255;Jucati;PE;Caatinga
2608305;Jupi;PE;Caatinga
2608404;Jurema;PE;Mata Atlântica
2608453;Lagoa do Carro;PE;Mata Atlântica
2608503;Lagoa de Itaenga;PE;Mata Atlântica
2608602;Lagoa do Ouro;PE;Mata Atlântica
2608701;Lagoa dos Gatos;PE;Mata Atlântica
2608750;Lagoa Grande;PE;Caatinga
2608800;Lajedo;PE;Caatinga
2608909;Limoeiro;PE;Mata Atlântica
2609006;Macaparana;PE;Mata Atlântica
2609105;Machados;PE;Mata Atlântica
2609154;Manari;PE;Caatinga
2609204;Maraial;PE;Mata Atlântica
2609303;Mirandiba;PE;Caatinga
2609402;Moreno;PE;Mata Atlântica
2609501;Nazaré da Mata;PE;Mata Atlântica
2609600;Olinda;PE;Mata Atlântica
2609709;Orobó;PE;Mata Atlântica
2609808;Orocó;PE;Caatinga
2609907;Ouricuri;PE;Caatinga
2610004;Palmares;PE;Mata Atlântica
2610103;Palmeirina;PE;Mata Atlântica
2610202;Panelas;PE;Caatinga
2610301;Paranatama;PE;Caatinga
2610400;Parnamirim;PE;Caatinga
2610509;Passira;PE;Caatinga
2610608;Paudalho;PE;Mata Atlântica
2610707;Paulista;PE;Mata Atlântica
2610806;Pedra;PE;Caatinga
2610905;Pesqueira;PE;Caatinga
2611002;Petrolândia;PE;Caatinga
2611101;Petrolina;PE;Caatinga
2611200;Poção;PE;Caatinga
2611309;Pombos;PE;Mata Atlântica
2611408;Primavera;PE;Mata Atlântica
2611507;Quipapá;PE;Mata Atlântica
2611533;Quixaba;PE;Caatinga
2611606;Recife;PE;Mata Atlântica
2611705;Riacho das Almas;PE;Caatinga
2611804;Ribeirão;PE;Mata Atlântica
2611903;Rio Formoso;PE;Mata Atlântica
2612000;Sairé;PE;Mata Atlântica
2612109;Salgadinho;PE;Caatinga
2612208;Salgueiro;PE;Caatinga
2612307;Saloá;PE;Caatinga
2612406;Sanharó;PE;Caatinga
2612455;Santa Cruz;PE;Caatinga
2612471;Santa Cruz da Baixa Verde;PE;Caatinga
2612505;Santa Cruz do Capibaribe;PE;Caatinga
2612554;Santa Filomena;PE;Caatinga
2612604;Santa Maria da Boa Vista;PE;Caatinga
2612703;Santa Maria do Cambucá;PE;Caatinga
2612802;Santa Terezinha;PE;Caatinga
2612901;São Benedito do Sul;PE;Mata Atlântica
2613008;São Bento do Una;PE;Caatinga
2613107;São Caitano;PE;Caatinga
2613206;São João;PE;Caatinga
2613305;São Joaquim do Monte;PE;Caatinga
2613404;São José da Coroa Grande;PE;Mata Atlântica
2613503;São José do Belmonte;PE;Caatinga
2613602;São José do Egito;PE;Caatinga
2613701;São Lourenço da Mata;PE;Mata Atlântica
2613800;São Vicente Férrer;PE;Mata Atlântica
2613909;Serra Talhada;PE;Caatinga
2614006;Serrita;PE;Caatinga
2614105;Sertânia;PE;Caatinga
2614204;Sirinhaém;PE;Mata Atlântica
2614303;Moreilândia;PE;Caatinga
2614402;Solidão;PE;Caatinga
2614501;Surubim;PE;Caatinga
2614600;Tabira;PE;Caatinga
2614709;Tacaimbó;PE;Caatinga
2614808;Tacaratu;PE;Caatinga
2614857;Tamandaré;PE;Mata Atlântica
2615003;Taquaritinga do Norte;PE;Caatinga
2615102;Terezinha;PE;Mata Atlântica
2615201;Terra Nova;PE;Caatinga
2615300;Timbaúba;PE;Mata Atlântica
2615409;Toritama;PE;Caatinga
2615508;Tracunhaém;PE;Mata Atlântica
2615607;Trindade;PE;Caatinga
2615706;Triunfo;PE;Caatinga
2615805;Tupanatinga;PE;Caatinga
2615904;Tuparetama;PE;Caatinga
2616001;Venturosa;PE;Caatinga
2616100;Verdejante;PE;Caatinga
2616183;Vertente do Lério;PE;Caatinga
2616209;Vertentes;PE;Caatinga
2616308;Vicência;PE;Mata Atlântica
2616407;Vitória de Santo Antão;PE;Mata Atlântica
2616506;Xexéu;PE;Mata Atlântica
2700102;Água Branca;AL;Caatinga
2700201;Anadia;AL;Mata Atlântica
2700300;Arapiraca;AL;Caatinga
2700409;Atalaia;AL;Mata Atlântica
2700508;Barra de Santo Antônio;AL;Mata Atlântica
2700607;Barra de São Miguel;AL;Mata Atlântica
2700706;Batalha;AL;Caatinga
2700805;Belém;AL;Caatinga
2700904;Belo Monte;AL;Caatinga
2701001;Boca da Mata;AL;Mata Atlântica
2701100;Branquinha;AL;Mata Atlântica
2701209;Cacimbinhas;AL;Caatinga
2701308;Cajueiro;AL;Mata Atlântica
2701357;Campestre;AL;Mata Atlântica
2701407;Campo Alegre;AL;Mata Atlântica
2701506;Campo Grande;AL;Caatinga
2701605;Canapi;AL;Caatinga
2701704;Capela;AL;Mata Atlântica
2701803;Carneiros;AL;Caatinga
2701902;Chã Preta;AL;Mata Atlântica
2702009;Coité do Nóia;AL;Caatinga
2702108;Colônia Leopoldina;AL;Mata Atlântica
2702207;Coqueiro Seco;AL;Mata Atlântica
2702306;Coruripe;AL;Mata Atlântica
2702355;Craíbas;AL;Caatinga
2702405;Delmiro Gouveia;AL;Caatinga
2702504;Dois Riachos;AL;Caatinga
2702553;Estrela de Alagoas;AL;Caatinga
2702603;Feira Grande;AL;Caatinga
2702702;Feliz Deserto;AL;Mata Atlântica
2702801;Flexeiras;AL;Mata Atlântica
2702900;Girau do Ponciano;AL;Caatinga
2703007;Ibateguara;AL;Mata Atlântica
2703106;Igaci;AL;Caatinga
2703205;Igreja Nova;AL;Mata Atlântica
2703304;Inhapi;AL;Caatinga
2703403;Jacaré dos Homens;AL;Caatinga
2703502;Jacuípe;AL;Mata Atlântica
2703601;Japaratinga;AL;Mata Atlântica
2703700;Jaramataia;AL;Caatinga
2703759;Jequiá da Praia;AL;Mata Atlântica
2703809;Joaquim Gomes;AL;Mata Atlântica
2703908;Jundiá;AL;Mata Atlântica
2704005;Junqueiro;AL;Mata Atlântica
2704104;Lagoa da Canoa;AL;Caatinga
2704203;Limoeiro de Anadia;AL;Mata Atlântica
2704302;Maceió;AL;Mata Atlântica
2704401;Major Isidoro;AL;Caatinga
2704500;Maragogi;AL;Mata Atlântica
2704609;Maravilha;AL;Caatinga
2704708;Marechal Deodoro;AL;Mata Atlântica
2704807;Maribondo;AL;Mata Atlântica
2704906;Mar Vermelho;AL;Mata Atlântica
2705002;Mata Grande;AL;Caatinga
2705101;Matriz de Camaragibe;AL;Mata Atlântica
2705200;Messias;AL;Mata Atlântica
2705309;Minador do Negrão;AL;Caatinga
2705408;Monteirópolis;AL;Caatinga
2705507;Murici;AL;Mata Atlântica
2705606;Novo Lino;AL;Mata Atlântica
2705705;Olho d'Água das Flores;AL;Caatinga
2705804;Olho d'Água do Casado;AL;Caatinga
2705903;Olho d'Água Grande;AL;Caatinga
2706000;Olivença;AL;Caatinga
2706109;Ouro Branco;AL;Caatinga
2706208;Palestina;AL;Caatinga
2706307;Palmeira dos Índios;AL;Caatinga
2706406;Pão de Açúcar;AL;Caatinga
2706422;Pariconha;AL;Caatinga
2706448;Paripueira;AL;Mata Atlântica
2706505;Passo de Camaragibe;AL;Mata Atlântica
2706604;Paulo Jacinto;AL;Mata Atlântica
2706703;Penedo;AL;Mata Atlântica
2706802;Piaçabuçu;AL;Mata Atlântica
2706901;Pilar;AL;Mata Atlântica
2707008;Pindoba;AL;Mata Atlântica
2707107;Piranhas;AL;Caatinga
2707206;Poço das Trincheiras;AL;Caatinga
2707305;Porto Calvo;AL;Mata Atlântica
2707404;Porto de Pedras;AL;Mata Atlântica
2707503;Porto Real do Colégio;AL;Caatinga
2707602;Quebrangulo;AL;Mata Atlântica
2707701;Rio Largo;AL;Mata Atlântica
2707800;Roteiro;AL;Mata Atlântica
2707909;Santa Luzia do Norte;AL;Mata Atlântica
2708006;Santana do Ipanema;AL;Caatinga
2708105;Santana do Mundaú;AL;Mata Atlântica
2708204;São Brás;AL;Caatinga
2708303;São José da Laje;AL;Mata Atlântica
2708402;São José da Tapera;AL;Caatinga
2708501;São Luís do Quitunde;AL;Mata Atlântica
2708600;São Miguel dos Campos;AL;Mata Atlântica
2708709;São Miguel dos Milagres;AL;Mata Atlântica
2708808;São Sebastião;AL;Mata Atlântica
2708907;Satuba;AL;Mata Atlântica
2708956;Senador Rui Palmeira;AL;Caatinga
2709004;Tanque d'Arca;AL;Mata Atlântica
2709103;Taquarana;AL;Caatinga
2709152;Teotônio Vilela;AL;Mata Atlântica
2709202;Traipu;AL;Caatinga
2709301;União dos Palmares;AL;Mata Atlântica
2709400;Viçosa;AL;Mata Atlântica
2800100;Amparo do São Francisco;SE;Caatinga
2800209;Aquidabã;SE;Caatinga
2800308;Aracaju;SE;Mata Atlântica
2800407;Arauá;SE;Mata Atlântica
2800506;Areia Branca;SE;Mata Atlântica
2800605;Barra dos Coqueiros;SE;Mata Atlântica
2800670;Boquim;SE;Mata Atlântica
2800704;Brejo Grande;SE;Mata Atlântica
2801009;Campo do Brito;SE;Caatinga
2801108;Canhoba;SE;Caatinga
2801207;Canindé de São Francisco;SE;Caatinga
2801306;Capela;SE;Mata Atlântica
2801405;Carira;SE;Caatinga
2801504;Carmópolis;SE;Mata Atlântica
2801603;Cedro de São João;SE;Caatinga
2801702;Cristinápolis;SE;Mata Atlântica
2801900;Cumbe;SE;Mata Atlântica
2802007;Divina Pastora;SE;Mata Atlântica
2802106;Estância;SE;Mata Atlântica
2802205;Feira Nova;SE;Caatinga
2802304;Frei Paulo;SE;Caatinga
2802403;Gararu;SE;Caatinga
2802502;General Maynard;SE;Mata Atlântica
2802601;Gracho Cardoso;SE;Caatinga
2802700;Ilha das Flores;SE;Mata Atlântica
2802809;Indiaroba;SE;Mata Atlântica
2802908;Itabaiana;SE;Caatinga
2803005;Itabaianinha;SE;Caatinga
2803104;Itabi;SE;Caatinga
2803203;Itaporanga d'Ajuda;SE;Mata Atlântica
2803302;Japaratuba;SE;Mata Atlântica
2803401;Japoatã;SE;Mata Atlântica
2803500;Lagarto;SE;Caatinga
2803609;Laranjeiras;SE;Mata Atlântica
2803708;Macambira;SE;Caatinga
2803807;Malhada dos Bois;SE;Caatinga
2803906;Malhador;SE;Mata Atlântica
2804003;Maruim;SE;Mata Atlântica
2804102;Moita Bonita;SE;Caatinga
2804201;Monte Alegre de Sergipe;SE;Caatinga
2804300;Muribeca;SE;Mata Atlântica
2804409;Neópolis;SE;Mata Atlântica
2804458;Nossa Senhora Aparecida;SE;Caatinga
2804508;Nossa Senhora da Glória;SE;Caatinga
2804607;Nossa Senhora das Dores;SE;Mata Atlântica
2804706;Nossa Senhora de Lourdes;SE;Caatinga
2804805;Nossa Senhora do Socorro;SE;Mata Atlântica
2804904;Pacatuba;SE;Mata Atlântica
2805000;Pedra Mole;SE;Caatinga
2805109;Pedrinhas;SE;Mata Atlântica
2805208;Pinhão;SE;Caatinga
2805307;Pirambu;SE;Mata Atlântica
2805406;Poço Redondo;SE;Caatinga
2805505;Poço Verde;SE;Caatinga
2805604;Porto da Folha;SE;Caatinga
2805703;Propriá;SE;Mata Atlântica
2805802;Riachão do Dantas;SE;Caatinga
2805901;Riachuelo;SE;Mata Atlântica
2806008;Ribeirópolis;SE;Caatinga
2806107;Rosário do Catete;SE;Mata Atlântica
2806206;Salgado;SE;Mata Atlântica
2806305;Santa Luzia do Itanhy;SE;Mata Atlântica
2806404;Santana do São Francisco;SE;Mata Atlântica
2806503;Santa Rosa de Lima;SE;Mata Atlântica
2806602;Santo Amaro das Brotas;SE;Mata Atlântica
2806701;São Cristóvão;SE;Mata Atlântica
2806800;São Domingos;SE;Mata Atlântica
2806909;São Francisco;SE;Mata Atlântica
2807006;São Miguel do Aleixo;SE;Mata Atlântica
2807105;Simão Dias;SE;Caatinga
2807204;Siriri;SE;Mata Atlântica
2807303;Telha;SE;Mata Atlântica
2807402;Tobias Barreto;SE;Caatinga
2807501;Tomar do Geru;SE;Caatinga
2807600;Umbaúba;SE;Mata Atlântica
2900108;Abaíra;BA;Caatinga
2900207;Abaré;BA;Caatinga
2900306;Acajutiba;BA;Mata Atlântica
2900355;Adustina;BA;Caatinga
2900405;Água Fria;BA;Mata Atlântica
2900504;Érico Cardoso;BA;Caatinga
2900603;Aiquara;BA;Mata Atlântica
2900702;Alagoinhas;BA;Mata Atlântica
2900801;Alcobaça;BA;Mata Atlântica
2900900;Almadina;BA;Mata Atlântica
2901007;Amargosa;BA;Mata Atlântica
2901106;Amélia Rodrigues;BA;Mata Atlântica
2901155;América Dourada;BA;Caatinga
2901205;Anagé;BA;Caatinga
2901304;Andaraí;BA;Caatinga
2901353;Andorinha;BA;Caatinga
2901403;Angical;BA;Caatinga
2901502;Anguera;BA;Mata Atlântica
2901601;Antas;BA;Caatinga
2901700;Antônio Cardoso;BA;Mata Atlântica
2901809;Antônio Gonçalves;BA;Caatinga
2901908;Aporá;BA;Mata Atlântica
2901957;Apuarema;BA;Mata Atlântica
2902005;Aracatu;BA;Caatinga
2902054;Araçás;BA;Mata Atlântica
2902104;Araci;BA;Caatinga
2902203;Aramari;BA;Mata Atlântica
2902252;Arataca;BA;Mata Atlântica
2902302;Aratuípe;BA;Mata Atlântica
2902401;Aurelino Leal;BA;Mata Atlântica
2902500;Baianópolis;BA;Cerrado
2902609;Baixa Grande;BA;Caatinga
2902658;Banzaê;BA;Caatinga
2902708;Barra;BA;Caatinga
2902807;Barra da Estiva;BA;Caatinga
2902906;Barra do Choça;BA;Mata Atlântica
2903003;Barra do Mendes;BA;Caatinga
2903102;Barra do Rocha;BA;Mata Atlântica
2903201;Barreiras;BA;Cerrado
2903235;Barro Alto;BA;Caatinga
2903276;Barrocas;BA;Caatinga
2903300;Barro Preto;BA;Mata Atlântica
2903409;Belmonte;BA;Mata Atlântica
2903508;Belo Campo;BA;Mata Atlântica
2903607;Biritinga;BA;Caatinga
2903706;Boa Nova;BA;Mata Atlântica
2903805;Boa Vista do Tupim;BA;Caatinga
2903904;Bom Jesus da Lapa;BA;Caatinga
2903953;Bom Jesus da Serra;BA;Caatinga
2904001;Boninal;BA;Caatinga
2904050;Bonito;BA;Caatinga
2904100;Boquira;BA;Caatinga
2904209;Botuporã;BA;Caatinga
2904308;Brejões;BA;Mata Atlântica
2904407;Brejolândia;BA;Caatinga
2904506;Brotas de Macaúbas;BA;Caatinga
2904605;Brumado;BA;Caatinga
2904704;Buerarema;BA;Mata Atlântica
2904753;Buritirama;BA;Caatinga
2904803;Caatiba;BA;Mata Atlântica
2904852;Cabaceiras do Paraguaçu;BA;Mata Atlântica
2904902;Cachoeira;BA;Mata Atlântica
2905008;Caculé;BA;Caatinga
2905107;Caém;BA;Caatinga
2905156;Caetanos;BA;Caatinga
2905206;Caetité;BA;Cerrado
2905305;Cafarnaum;BA;Caatinga
2905404;Cairu;BA;Mata Atlântica
2905503;Caldeirão Grande;BA;Caatinga
2905602;Camacan;BA;Mata Atlântica
2905701;Camaçari;BA;Mata Atlântica
2905800;Camamu;BA;Mata Atlântica
2905909;Campo Alegre de Lourdes;BA;Caatinga
2906006;Campo Formoso;BA;Caatinga
2906105;Canápolis;BA;Caatinga
2906204;Canarana;BA;Caatinga
2906303;Canavieiras;BA;Mata Atlântica
2906402;Candeal;BA;Caatinga
2906501;Candeias;BA;Mata Atlântica
2906600;Candiba;BA;Caatinga
2906709;Cândido Sales;BA;Mata Atlântica
2906808;Cansanção;BA;Caatinga
2906824;Canudos;BA;Caatinga
2906857;Capela do Alto Alegre;BA;Caatinga
2906873;Capim Grosso;BA;Caatinga
2906899;Caraíbas;BA;Caatinga
2906907;Caravelas;BA;Mata Atlântica
2907004;Cardeal da Silva;BA;Mata Atlântica
2907103;Carinhanha;BA;Caatinga
2907202;Casa Nova;BA;Caatinga
2907301;Castro Alves;BA;Mata Atlântica
2907400;Catolândia;BA;Cerrado
2907509;Catu;BA;Mata Atlântica
2907558;Caturama;BA;Caatinga
2907608;Central;BA;Caatinga
2907707;Chorrochó;BA;Caatinga
2907806;Cícero Dantas;BA;Caatinga
2907905;Cipó;BA;Caatinga
2908002;Coaraci;BA;Mata Atlântica
2908101;Cocos;BA;Cerrado
2908200;Conceição da Feira;BA;Mata Atlântica
2908309;Conceição do Almeida;BA;Mata Atlântica
2908408;Conceição do Coité;BA;Caatinga
2908507;Conceição do Jacuípe;BA;Mata Atlântica
2908606;Conde;BA;Mata Atlântica
2908705;Condeúba;BA;Caatinga
2908804;Contendas do Sincorá;BA;Caatinga
2908903;Coração de Maria;BA;Mata Atlântica
2909000;Cordeiros;BA;Caatinga
2909109;Coribe;BA;Cerrado
2909208;Coronel João Sá;BA;Caatinga
2909307;Correntina;BA;Cerrado
2909406;Cotegipe;BA;Cerrado
2909505;Cravolândia;BA;Mata Atlântica
2909604;Crisópolis;BA;Caatinga
2909703;Cristópolis;BA;Cerrado
2909802;Cruz das Almas;BA;Mata Atlântica
2909901;Curaçá;BA;Caatinga
2910008;Dário Meira;BA;Mata Atlântica
2910057;Dias d'Ávila;BA;Mata Atlântica
2910107;Dom Basílio;BA;Caatinga
2910206;Dom Macedo Costa;BA;Mata Atlântica
2910305;Elísio Medrado;BA;Mata Atlântica
2910404;Encruzilhada;BA;Mata Atlântica
2910503;Entre Rios;BA;Mata Atlântica
2910602;Esplanada;BA;Mata Atlântica
2910701;Euclides da Cunha;BA;Caatinga
2910727;Eunápolis;BA;Mata Atlântica
2910750;Fátima;BA;Caatinga
2910776;Feira da Mata;BA;Caatinga
2910800;Feira de Santana;BA;Mata Atlântica
2910859;Filadélfia;BA;Caatinga
2910909;Firmino Alves;BA;Mata Atlântica
2911006;Floresta Azul;BA;Mata Atlântica
2911105;Formosa do Rio Preto;BA;Cerrado
2911204;Gandu;BA;Mata Atlântica
2911253;Gavião;BA;Caatinga
2911303;Gentio do Ouro;BA;Caatinga
2911402;Glória;BA;Caatinga
2911501;Gongogi;BA;Mata Atlântica
2911600;Governador Mangabeira;BA;Mata Atlântica
2911659;Guajeru;BA;Caatinga
2911709;Guanambi;BA;Caatinga
2911808;Guaratinga;BA;Mata Atlântica
2911857;Heliópolis;BA;Caatinga
2911907;Iaçu;BA;Caatinga
2912004;Ibiassucê;BA;Caatinga
2912103;Ibicaraí;BA;Mata Atlântica
2912202;Ibicoara;BA;Caatinga
2912301;Ibicuí;BA;Mata Atlântica
2912400;Ibipeba;BA;Caatinga
2912509;Ibipitanga;BA;Caatinga
2912608;Ibiquera;BA;Caatinga
2912707;Ibirapitanga;BA;Mata Atlântica
2912806;Ibirapuã;BA;Mata Atlântica
2912905;Ibirataia;BA;Mata Atlântica
2913002;Ibitiara;BA;Caatinga
2913101;Ibititá;BA;Caatinga
2913200;Ibotirama;BA;Caatinga
2913309;Ichu;BA;Caatinga
2913408;Igaporã;BA;Cerrado
2913457;Igrapiúna;BA;Mata Atlântica
2913507;Iguaí;BA;Mata Atlântica
2913606;Ilhéus;BA;Mata Atlântica
2913705;Inhambupe;BA;Mata Atlântica
2913804;Ipecaetá;BA;Caatinga
2913903;Ipiaú;BA;Mata Atlântica
2914000;Ipirá;BA;Caatinga
2914109;Ipupiara;BA;Caatinga
2914208;Irajuba;BA;Mata Atlântica
2914307;Iramaia;BA;Caatinga
2914406;Iraquara;BA;Caatinga
2914505;Irará;BA;Mata Atlântica
2914604;Irecê;BA;Caatinga
2914653;Itabela;BA;Mata Atlântica
2914703;Itaberaba;BA;Caatinga
2914802;Itabuna;BA;Mata Atlântica
2914901;Itacaré;BA;Mata Atlântica
2915007;Itaeté;BA;Caatinga
2915106;Itagi;BA;Mata Atlântica
2915205;Itagibá;BA;Mata Atlântica
2915304;Itagimirim;BA;Mata Atlântica
2915353;Itaguaçu da Bahia;BA;Caatinga
2915403;Itaju do Colônia;BA;Mata Atlântica
2915502;Itajuípe;BA;Mata Atlântica
2915601;Itamaraju;BA;Mata Atlântica
2915700;Itamari;BA;Mata Atlântica
2915809;Itambé;BA;Mata Atlântica
2915908;Itanagra;BA;Mata Atlântica
2916005;Itanhém;BA;Mata Atlântica
2916104;Itaparica;BA;Mata Atlântica
2916203;Itapé;BA;Mata Atlântica
2916302;Itapebi;BA;Mata Atlântica
2916401;Itapetinga;BA;Mata Atlântica
2916500;Itapicuru;BA;Caatinga
2916609;Itapitanga;BA;Mata Atlântica
2916708;Itaquara;BA;Mata Atlântica
2916807;Itarantim;BA;Mata Atlântica
2916856;Itatim;BA;Caatinga
2916906;Itiruçu;BA;Mata Atlântica
2917003;Itiúba;BA;Caatinga
2917102;Itororó;BA;Mata Atlântica
2917201;Ituaçu;BA;Caatinga
2917300;Ituberá;BA;Mata Atlântica
2917334;Iuiu;BA;Caatinga
2917359;Jaborandi;BA;Cerrado
2917409;Jacaraci;BA;Caatinga
2917508;Jacobina;BA;Caatinga
2917607;Jaguaquara;BA;Mata Atlântica
2917706;Jaguarari;BA;Caatinga
2917805;Jaguaripe;BA;Mata Atlântica
2917904;Jandaíra;BA;Mata Atlântica
2918001;Jequié;BA;Caatinga
2918100;Jeremoabo;BA;Caatinga
2918209;Jiquiriçá;BA;Mata Atlântica
2918308;Jitaúna;BA;Mata Atlântica
2918357;João Dourado;BA;Caatinga
2918407;Juazeiro;BA;Caatinga
2918456;Jucuruçu;BA;Mata Atlântica
2918506;Jussara;BA;Caatinga
2918555;Jussari;BA;Mata Atlântica
2918605;Jussiape;BA;Caatinga
2918704;Lafaiete Coutinho;BA;Mata Atlântica
2918753;Lagoa Real;BA;Caatinga
2918803;Laje;BA;Mata Atlântica
2918902;Lajedão;BA;Mata Atlântica
2919009;Lajedinho;BA;Caatinga
2919058;Lajedo do Tabocal;BA;Mata Atlântica
2919108;Lamarão;BA;Caatinga
2919157;Lapão;BA;Caatinga
2919207;Lauro de Freitas;BA;Mata Atlântica
2919306;Lençóis;BA;Caatinga
2919405;Licínio de Almeida;BA;Caatinga
2919504;Livramento de Nossa Senhora;BA;Caatinga
2919553;Luís Eduardo Magalhães;BA;Cerrado
2919603;Macajuba;BA;Caatinga
2919702;Macarani;BA;Mata Atlântica
2919801;Macaúbas;BA;Caatinga
2919900;Macururé;BA;Caatinga
2919926;Madre de Deus;BA;Mata Atlântica
2919959;Maetinga;BA;Caatinga
2920007;Maiquinique;BA;Mata Atlântica
2920106;Mairi;BA;Caatinga
2920205;Malhada;BA;Caatinga
2920304;Malhada de Pedras;BA;Caatinga
2920403;Manoel Vitorino;BA;Caatinga
2920452;Mansidão;BA;Cerrado
2920502;Maracás;BA;Caatinga
2920601;Maragogipe;BA;Mata Atlântica
2920700;Maraú;BA;Mata Atlântica
2920809;Marcionílio Souza;BA;Caatinga
2920908;Mascote;BA;Mata Atlântica
2921005;Mata de São João;BA;Mata Atlântica
2921054;Matina;BA;Caatinga
2921104;Medeiros Neto;BA;Mata Atlântica
2921203;Miguel Calmon;BA;Caatinga
2921302;Milagres;BA;Caatinga
2921401;Mirangaba;BA;Caatinga
2921450;Mirante;BA;Caatinga
2921500;Monte Santo;BA;Caatinga
2921609;Morpará;BA;Caatinga
2921708;Morro do Chapéu;BA;Caatinga
2921807;Mortugaba;BA;Caatinga
2921906;Mucugê;BA;Caatinga
2922003;Mucuri;BA;Mata Atlântica
2922052;Mulungu do Morro;BA;Caatinga
2922102;Mundo Novo;BA;Caatinga
2922201;Muniz Ferreira;BA;Mata Atlântica
2922250;Muquém do São Francisco;BA;Caatinga
2922300;Muritiba;BA;Mata Atlântica
2922409;Mutuípe;BA;Mata Atlântica
2922508;Nazaré;BA;Mata Atlântica
2922607;Nilo Peçanha;BA;Mata Atlântica
2922656;Nordestina;BA;Caatinga
2922706;Nova Canaã;BA;Mata Atlântica
2922730;Nova Fátima;BA;Caatinga
2922755;Nova Ibiá;BA;Mata Atlântica
2922805;Nova Itarana;BA;Caatinga
2922854;Nova Redenção;BA;Caatinga
2922904;Nova Soure;BA;Caatinga
2923001;Nova Viçosa;BA;Mata Atlântica
2923035;Novo Horizonte;BA;Caatinga
2923050;Novo Triunfo;BA;Caatinga
2923100;Olindina;BA;Caatinga
2923209;Oliveira dos Brejinhos;BA;Caatinga
2923308;Ouriçangas;BA;Mata Atlântica
2923357;Ourolândia;BA;Caatinga
2923407;Palmas de Monte Alto;BA;Caatinga
2923506;Palmeiras;BA;Caatinga
2923605;Paramirim;BA;Caatinga
2923704;Paratinga;BA;Caatinga
2923803;Paripiranga;BA;Caatinga
2923902;Pau Brasil;BA;Mata Atlântica
2924009;Paulo Afonso;BA;Caatinga
2924058;Pé de Serra;BA;Caatinga
2924108;Pedrão;BA;Mata Atlântica
2924207;Pedro Alexandre;BA;Caatinga
2924306;Piatã;BA;Caatinga
2924405;Pilão Arcado;BA;Caatinga
2924504;Pindaí;BA;Caatinga
2924603;Pindobaçu;BA;Caatinga
2924652;Pintadas;BA;Caatinga
2924678;Piraí do Norte;BA;Mata Atlântica
2924702;Piripá;BA;Caatinga
2924801;Piritiba;BA;Caatinga
2924900;Planaltino;BA;Caatinga
2925006;Planalto;BA;Mata Atlântica
2925105;Poções;BA;Caatinga
2925204;Pojuca;BA;Mata Atlântica
2925253;Ponto Novo;BA;Caatinga
2925303;Porto Seguro;BA;Mata Atlântica
2925402;Potiraguá;BA;Mata Atlântica
2925501;Prado;BA;Mata Atlântica
2925600;Presidente Dutra;BA;Caatinga
2925709;Presidente Jânio Quadros;BA;Caatinga
2925758;Presidente Tancredo Neves;BA;Mata Atlântica
2925808;Queimadas;BA;Caatinga
2925907;Quijingue;BA;Caatinga
2925931;Quixabeira;BA;Caatinga
2925956;Rafael Jambeiro;BA;Caatinga
